	AM-AD-1	AM-AD-2	AM-F10-T1	AM-F10-T2	DA-AD-1	DA-AD-1T	DA-AD-2	DA-AD-3	DA-AD-3T	DA-AD-4	ES-AD-1	ES-AD-2	ES-AD-3	ES-AD-4	FR-AD-1	FR-AD-2	FR-AD-3	FR-AD-4	FR-AD-5	FR-AD-6	FR-AD-7	FR-AD-8	IT-AD-1	IT-AD-2	IT-AD-3	IT-AD-4	IT-AD-5	IT-AD-6	JP-AD-1	JP-AD-2	JP-AD-3	JP-AD-4	JP-AD-5	JP-AD-6	JP-AD-7	JP-AD-8	JP-AD-9	JP-IN-1	JP-IN-2	JP-IN-3	JP-IN-4
Bulleidia	0.00030149	0.00005557	0	0	0.00005943	0.00000299	0	0	0.00001402	0.00004016	0.000012	0	0	0	0	0	0	0.00001307	0	0	0	0	0	0	0	0.00003895	0	0	0	0.00005655	0	0	0	0	0	0	0	0	0	0	0
Catenibacterium	0.03006735	0.00030513	0.00005802	0.00002053	0.00140008	0.00226963	0.00011728	0.00021319	0.00335586	0.00522006	0	0.00156626	0.00001855	0.0001051	0.00002951	0.00009204	0.00008997	0.00006252	0.00007903	0.00417504	0.00017297	0.0001175	0	0.00002254	0.00003993	0.00003104	0.00280965	0.00009174	0.00001768	0.00572961	0.00009265	0.00003385	0.00019235	0.00003738	0	0.00001646	0.00042938	0.00007474	0.00004575	0.00002391	0
Coprobacillus	0.00021852	0.00472638	0.00064307	0.00024469	0.00040383	0.00033743	0.00020926	0.00001135	0.00014827	0.00005057	0.00112131	0.00006256	0.00040748	0.00198459	0.00002042	0.00004328	0.00035773	0.0005656	0.00037406	0.00017179	0.00055446	0.00138126	0.00010464	0.00004752	0.0004938	0.00028733	0.00110355	0.00001529	0.00021598	0.00028154	0.00007653	0.00003605	0.00063912	0.00013868	0.00024986	0.00043365	0.00119429	0.00010764	0	0.00002547	0.00074263
Erysipelothrix	0	0	0.00003259	0	0	0.00001228	0.00005176	0	0.00000384	0.00001648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001847	0
Holdemania	0.00051691	0.00043288	0.00081267	0.00110655	0.0002008	0.00016997	0.00053384	0.00177452	0.00088661	0.00066067	0.00058696	0.00023079	0.00030236	0.00065185	0.00059122	0.00080187	0.00113722	0.00098253	0.00068856	0.00059078	0.00058247	0.00115722	0.0008305	0.00080112	0.00072984	0.00015229	0.00166112	0.0005989	0.00185721	0.00271123	0.00141068	0.00183529	0.00268016	0.0010325	0.00017627	0.00109562	0.0023934	0.00005077	0	0.00018002	0.00007271
Turicibacter	0.00021737	0.00002671	0.00006679	0	0.00000952	0.00000575	0.00008587	0.00002892	0.00002696	0.00008687	0	0.00000986	0	0.00005003	0.00003558	0.00001921	0.00004246	0.00007539	0.00004949	0.00003596	0	0.00003751	0	0.00004077	0	0	0.00013603	0.00002766	0	0	0	0	0	0	0	0.00002978	0	0	0	0	0
Bacteroides	0.0001494	0.0000705	0.05774625	0.05419578	0.05414964	0.04177826	0.1470976	0.02028051	0.05744886	0.0161095	0.54668312	0.09286852	0.17824694	0.12396549	0.09637892	0.11868019	0.33198288	0.10582637	0.04453432	0.03612382	0.09317979	0.15183519	0.17290091	0.01797328	0.15709261	0.03165512	0.0658165	0.03124568	0.34584542	0.03955521	0.05961692	0.24341582	0.10420532	0.3764159	0.39640911	0.34306012	0.21288424	0.00150148	0.00000733	0.00001148	0.00490534
Unclassified Porphyromonadaceae	0	0	0	0	0.00002524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parabacteroides	0	0.00003202	0.00709511	0.00473679	0.00544593	0.00372461	0.00773108	0.00406879	0.0078311	0.00330585	0.01528305	0.00401453	0.02408696	0.01301853	0.00445809	0.00848581	0.01566106	0.0099111	0.00573934	0.00778956	0.01443772	0.01844073	0.02448562	0.00186866	0.01360481	0.00402671	0.00664902	0.00209524	0.00990354	0.00478261	0.00438324	0.01024103	0.00956187	0.03556584	0.0287807	0.03680637	0.00367886	0.00009032	0	0	0.00045717
Porphyromonas	0	0	0.00000628	0.00000349	0.00057755	0.00032351	0.0001851	0.00005987	0.00007778	0.00018152	0.00066745	0.000066	0.00020859	0.00032033	0.00003124	0.0003496	0.00020931	0.00026015	0.00001086	0.00010655	0.00034532	0.00010425	0.00007318	0.0000604	0.00004633	0.00013599	0.00006921	0.00026491	0.00019221	0.00002284	0	0.0004214	0.00033751	0.0012003	0	0.00002987	0.00002222	0	0	0	0
Prevotella	0.00021861	0.00002488	0.00053382	0.00066867	0.24449648	0.16858615	0.00193614	0.00161688	0.00207882	0.0604656	0.00832809	0.33699481	0.23320513	0.00394533	0.0019181	0.00194143	0.00277611	0.00190286	0.07170562	0.09224028	0.00170561	0.00115125	0.003607	0.00155363	0.00183685	0.35450804	0.00653855	0.08196811	0.00179125	0.00249746	0.01896022	0.00282521	0.00116983	0.0023236	0.00473931	0.00244243	0.00105555	0.0000696	0	0	0.00042869
Alistipes	0	0.00003092	0.00223037	0.00591334	0.03436218	0.01559203	0.03772014	0.05041118	0.01668616	0.00224233	0.00430455	0.00801599	0.00802594	0.091233	0.04145737	0.01719325	0.04099822	0.02768956	0.00655912	0.00965015	0.04890117	0.01989851	0.03855485	0.03994006	0.07203981	0.00115815	0.01138535	0.02187094	0.01443686	0.01615348	0.00821703	0.00842787	0.00936411	0.02839335	0.00172788	0.00796483	0.00087713	0.00026766	0	0	0.00048706
Capnocytophaga	0	0	0	0	0	0.00000142	0	0	0.00000871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.00001065	0	0	0	0	0	0	0	0	0.00000992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Croceibacter	0	0	0	0	0	0	0	0.00000964	0	0.00000483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zunongwangia	0.00001669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytophaga	0	0	0	0	0	0.00000096	0	0.00001927	0.0000015	0	0	0	0.00000671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyadobacter	0	0	0	0	0	0.00000244	0.00000428	0	0.00000857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillales	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000873	0	0	0	0.00001645	0	0	0	0	0	0	0	0	0	0.00000805	0	0	0	0	0	0	0	0	0	0	0	0	0
Pedobacter	0	0	0	0	0	0	0	0	0.00000128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacterium	0	0	0	0	0	0.00000082	0	0.00000272	0	0	0	0	0	0	0	0	0	0	0	0.0000203	0	0	0	0	0	0.00015284	0	0	0.00002707	0.00001534	0	0	0	0	0.00037507	0	0	0	0	0	0
Alicyclobacillus	0	0	0	0	0	0	0.00002965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomycetales	0	0	0.00000559	0	0	0	0	0.0000113	0	0	0	0	0	0	0	0	0	0	0	0.00002107	0	0	0.00013947	0	0	0	0.00002174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces	0.00059957	0.00202553	0.00006428	0.0001163	0.00001156	0.00001055	0.00009909	0.00025981	0.00004939	0.00003554	0.00029618	0.00003635	0.00009857	0.00010991	0.00034857	0.00004691	0.00020809	0.00085006	0.00004007	0.00056125	0.00022955	0.00004591	0.00034845	0.00073681	0.00012114	0.00176636	0.00115388	0.00053176	0.00084204	0.00062903	0.00159887	0.00015058	0.00049292	0	0.00008885	0	0	0.00087092	0.00104732	0.00018543	0.02351391
Mobiluncus	0.00001658	0.00003216	0.00000862	0.00000319	0	0.00000884	0.00001217	0.00004644	0.00002047	0.0000155	0.00002965	0.00000594	0.00004257	0.00002518	0.00001881	0.00002314	0.00002557	0.00000757	0.00000662	0	0.00001771	0.00004517	0	0	0	0	0.00002234	0.00004441	0.00007854	0.00003273	0.00003364	0	0	0	0	0.00001626	0.00001256	0	0.00017568	0.00002605	0.00006118
Corynebacterium	0.00001702	0.00004968	0.0000583	0.00036737	0.00000839	0.00000338	0.00001656	0	0.00000989	0.00001134	0.00001298	0.00000796	0.0000181	0.00001028	0.00003477	0.00026998	0.00000831	0.00001199	0.00001857	0.00009813	0.00002113	0.00002938	0.00009583	0.0000247	0.00004532	0.00002497	0.00000545	0.00001804	0.00001879	0.00001129	0	0.00005388	0	0.00005372	0	0	0	0	0.00003694	0.00218414	0.00126566
Gordonia	0	0	0	0	0	0.00000082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardia	0	0	0	0	0	0	0	0	0	0.00000473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anoxybacillus	0	0	0	0	0	0	0	0	0	0.00002003	0	0	0	0.00001038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus	0	0	0	0	0.00001756	0.00000054	0	0.00002215	0	0.00003589	0.00001569	0	0	0	0.00001668	0	0	0.00000913	0.00003738	0.00002501	0	0	0.00002759	0	0.00013516	0	0.00000841	0.00000836	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus	0	0.00001833	0.0000178	0	0.00000669	0.00000283	0.00002281	0	0.00000583	0.00001417	0	0.00000553	0.00000353	0	0	0	0.0000283	0	0.00001808	0	0	0	0	0.00004559	0	0	0.0000065	0	0	0.00001537	0	0.00002145	0.00006402	0	0	0	0	0	0	0	0.00000754
Stackebrandtia	0	0	0	0	0.00000411	0.00000041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00002051	0.00006644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004572	0
Exiguobacterium	0.00002821	0	0.00000464	0	0	0	0	0	0.00000219	0	0	0	0	0	0	0.00001891	0	0	0	0	0	0	0	0	0	0	0.00001204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kytococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001955	0	0	0	0	0	0	0	0	0	0	0	0.00009175	0
Geobacillus	0	0	0	0	0	0	0.00002584	0	0.00000192	0	0	0	0	0	0	0	0	0	0.0000134	0	0	0	0	0	0	0	0.00001506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00004465	0
Rothia	0	0.00006981	0	0	0	0.00000376	0.00001196	0	0.00000293	0.00003792	0	0	0	0	0.0000232	0.00010043	0	0.00002458	0	0.000146	0.00002453	0	0.00005196	0.00002542	0.00002576	0.00014696	0.00009695	0.0000482	0	0.00008892	0.0025393	0	0.0007331	0.00008856	0	0	0	0.00022084	0.00001355	0.00005659	0.00164959
Xylanimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oceanobacillus	0	0	0	0	0	0.00000117	0.00002466	0	0.00000762	0.00000785	0	0	0	0	0.00001447	0	0	0.00001533	0.00002684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00005251
Propionibacterium	0.00049074	0.00003081	0.00002242	0.00000313	0	0	0.00003202	0.00001136	0	0	0.00002704	0	0	0.00020171	0.00022294	0.00017562	0	0	0.00001963	0	0.00004332	0	0.00001947	0	0	0.00001384	0.00002182	0.0000215	0.00001259	0	0	0	0	0	0	0.0001314	0	0	0	0.01226208	0.00007609
Saccharopolyspora	0	0	0	0	0	0	0	0.00000347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces	0	0	0	0	0	0	0	0.00000305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000315	0
Bifidobacterium	0.16559211	0.01464963	0.05532359	0.20264694	0.00054682	0.00019326	0.01654659	0.02735906	0.00500706	0.00471241	0.02639258	0.01060375	0.00359654	0.01517927	0.05138744	0.02743193	0.00620278	0.02373073	0.11384989	0.00858179	0.00037547	0.00348637	0.06116476	0.09065599	0.05729599	0.03761135	0.04251448	0.05768629	0.02087656	0.04955604	0.04409838	0.11811154	0.09008786	0.05905813	0.01363817	0.04136063	0.01536003	0.0003041	0.89671394	0.75091601	0.12224387
Gardnerella	0	0	0	0	0	0	0	0	0.00001231	0	0.00002723	0	0	0.00001523	0	0.00001754	0	0	0	0.00001642	0	0.00001141	0	0	0	0.00001709	0	0	0	0	0	0.00002795	0	0	0	0	0.00005443	0	0.00003625	0	0
Parascardovia	0	0	0	0	0	0	0	0	0.0000035	0	0	0	0	0	0.0000277	0	0	0	0	0.00005599	0	0	0.00006177	0.00009521	0	0	0	0	0	0	0	0	0.00004514	0	0	0	0	0	0	0	0
Scardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016192	0	0	0	0	0	0.00006129	0.00003037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atopobium	0.00142926	0.00020824	0	0.00002042	0.00001822	0.00000571	0.00008716	0	0.00001387	0.00002462	0.00004581	0.00001015	0	0.00003731	0.00013615	0	0.00004061	0.00003606	0	0.00003266	0.00003591	0.00001286	0	0.000039	0	0.00003581	0.00003549	0	0	0.00004936	0.00005748	0	0.00010532	0	0	0.00003063	0.0000959	0	0	0.00006896	0.00009495
Collinsella	0.0756684	0.0716398	0.00005583	0.03577404	0.00143849	0.00041028	0.00501031	0.00631471	0.00109049	0.00354644	0.01480358	0.00067503	0.01624345	0.00013903	0.01895055	0.0016333	0.00398751	0.00260428	0.01554794	0.02723139	0.00028904	0.04264861	0.00004734	0.01821623	0.02912533	0.04899352	0.02224194	0.07260863	0	0.01058154	0.01087245	0.01266667	0.02177568	0.00749	0.00195576	0.03387083	0.00137898	0.00004092	0	0	0.00027291
Cryptobacterium	0.00005291	0	0	0	0	0.00000263	0.00000922	0	0	0	0	0	0.00001838	0	0	0	0	0.00003441	0.00003012	0	0.00001714	0.00003424	0	0	0.00003596	0.00006835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthella	0.00047132	0.00320678	0.001606	0.00132109	0.00006194	0.00002846	0.00022179	0.00026131	0.00004932	0.00007194	0.00196994	0.00004009	0.00027555	0.00120415	0.00065825	0.00021869	0.00009494	0.00015581	0.00018779	0.0003168	0.00079504	0.0004092	0.02792088	0.00442005	0.00082497	0.00034501	0.00084463	0.00030737	0.00066309	0.00023205	0.00010221	0.00008297	0.00144609	0.00373417	0.00022309	0.00147885	0.00044209	0	0	0.0067701	0.00210816
Gordonibacter	0.00069196	0.00169797	0.0002968	0.00048639	0.0001325	0.00003552	0.00026877	0.00019335	0.00004046	0.00010534	0.0003746	0.00004036	0.00084318	0.00077813	0.0022623	0.00023195	0.00095289	0.000324	0.00038035	0.00026495	0.00025356	0.00127934	0.00036807	0.00296742	0.0004381	0.00047758	0.0009566	0.00078994	0.00013089	0.00024474	0.00007622	0.000071	0.00014242	0.00020757	0	0.00019498	0.00001272	0	0	0.00033404	0
Slackia	0.00028238	0.00006255	0	0.0000248	0.00004007	0.00001344	0.00005693	0.00006915	0.00001677	0.00001351	0	0.0000092	0.00000939	0.00001245	0.00017905	0	0.00001981	0.00002638	0.00001539	0.00016007	0.00001752	0.00002625	0.00008385	0.00003338	0.00002776	0.00008186	0.00008383	0.00016133	0.00002984	0.00002536	0	0	0.0000451	0	0	0	0	0	0	0	0
